
Run no: 0
0	1	1000.36865		5806	81.39
1	1	1000.0064		5806	81.39
2	1	1000.00055		61	95.44
3	1	1000.0		61	95.44
4	1	1.0031065		3688	81.48
5	1	0.8443288		174	81.71
6	1	0.4551524		66	88.83
7	1	0.45480427		64	95.22
8	1	0.22249705		109	84.59
9	1	0.11047886		92	85.68
10	1	0.10978261		84	87.22
11	1	0.06848598		97	85.61
12	1	0.06761566		102	84.66
13	1	0.03629893		71	88.02
14	1	0.03629893		68	88.53
15	1	0.032535177		74	87.58
16	1	0.03183892		71	88.02
17	1	0.021700442		66	88.83
18	1	0.021700442		68	88.53
19	1	0.01918611		84	87.22
20	1	0.018141722		83	87.47
21	1	0.016180556		64	95.22
22	1	0.015658364		61	95.44
23	1	0.006374722		92	85.68
24	1	0.006200657		102	84.66
25	1	0.006200657		81	87.51
26	1	0.0058525284		97	85.61
27	1	0.0055043995		74	87.58
28	1	0.003195104		81	87.51
29	1	0.0030210395		83	87.47
30	1	8.70322E-4		102	84.66
31	1	5.221932E-4		68	88.53
32	1	5.221932E-4		71	88.02
33	1	3.4812881E-4		64	95.22
34	1	0.0		97	85.61
35	1	0.0		102	84.66
36	1	0.0		92	85.68
37	1	0.0		97	85.61
38	1	0.0		92	85.68
39	1	0.0		74	87.58


Run no: 1
0	1	2000.0		3825	77.87
1	1	2000.0		70	110.68
2	1	0.80939054		3259	83.2
3	1	0.7290193		549	84.92
4	1	0.4977141		73	94.35
5	1	0.16857995		3791	78.23
6	1	0.15296365		83	87.85
7	1	0.15269735		74	92.86
8	1	0.14855309		3509	80.64
9	1	0.10933977		3365	82.16
10	1	0.10090863		476	85.16
11	1	0.084676206		3509	80.64
12	1	0.07415304		209	85.26
13	1	0.071863785		549	84.92
14	1	0.05992668		3301	82.41
15	1	0.04880109		91	85.86
16	1	0.047809787		74	92.86
17	1	0.04693691		84	87.4
18	1	0.046211917		73	94.35
19	1	0.021080092		209	85.26
20	1	0.021080092		139	85.34
21	1	0.019378815		104	85.46
22	1	0.0137153305		83	87.85
23	1	0.0137153305		84	87.4
24	1	0.0129783265		139	85.34
25	1	0.011123155		95	85.79
26	1	0.006054226		104	85.46
27	1	0.0023968043		95	85.79
28	1	0.0023968043		83	87.85
29	1	0.0021334959		91	85.86
30	1	0.0021334959		95	85.79
31	1	0.0018641811		84	87.4
32	1	0.0010652463		91	85.86
33	1	2.6631157E-4		73	94.35
34	1	2.6631157E-4		84	87.4
35	1	2.6631157E-4		74	92.86
36	1	0.0		73	94.35
37	1	0.0		74	92.86
38	1	0.0		84	87.4
39	1	0.0		73	94.35


Run no: 2
0	1	1000.0		65	89.5
1	1	1000.0		183	82.51
2	1	0.084745765		158	83.86
3	1	0.0		65	89.5
4	1	1000.0		183	82.51
5	1	0.0		65	89.5
6	1	0.052823648		76	88.85
7	1	0.16056837		148	84.39
8	1	0.0		65	89.5
9	1	0.012875536		126	88.36
10	1	0.118644066		126	88.36
11	1	0.07582261		158	83.86
12	1	0.7543949		140	88.01
13	1	0.0		65	89.5
14	1	0.094978295		73	89.35
15	1	0.042918455		158	83.86
16	1	0.0		65	89.5
17	1	0.059322033		158	83.86
18	1	0.40336075		98	88.45
19	1	0.0		65	89.5
20	1	0.09046823		76	88.85
21	1	0.021459227		65	89.5
22	1	0.0		65	89.5
23	1	0.0		65	89.5
24	1	0.0		65	89.5
25	1	0.0		65	89.5
26	1	0.0		65	89.5
27	1	0.30275697		183	82.51
28	1	0.28735965		126	88.36
29	1	0.03840838		73	89.35
30	1	0.24366528		86	88.81
31	1	0.09695449		75	89.16
32	1	0.0		65	89.5
33	1	0.40499747		165	83.56
34	1	0.5856793		148	84.39
35	1	1000.0678		65	89.5
36	2	2000.0		143	88.31
37	2	1001.0		146	88.01
38	2	1001.0		146	88.01
39	2	0.0		146	88.01


Run no: 3
0	1	2000.0		108	80.9
1	1	1000.0		60	91.67
2	1	0.0		108	80.9
3	1	0.0		60	91.67
4	1	0.96239555		74	87.41
5	1	0.5815924		68	91.16
6	1	0.0		97	82.57
7	1	0.0		97	82.57
8	1	0.0		70	87.65
9	1	0.0		60	91.67
10	1	0.1272052		102	82.27
11	1	0.0		102	82.27
12	1	0.125		108	80.9
13	1	0.1272052		108	80.9
14	1	0.105617456		73	87.55
15	1	0.0		102	82.27
16	1	0.0		97	82.57
17	1	0.0		70	87.65
18	1	0.04735376		60	91.67
19	1	0.3884053		70	87.65
20	1	0.0		97	82.57
21	1	0.041666668		70	87.65
22	1	1000.0		60	91.67
23	1	0.44939646		97	82.57
24	1	0.027855154		97	82.57
25	1	0.0		102	82.27
26	1	0.104166664		102	82.27
27	1	0.47916666		97	82.57
28	1	0.0		70	87.65
29	1	0.0		102	82.27
30	1	0.009285051		70	87.65
31	1	0.0		97	82.57
32	1	0.0		70	87.65
33	1	0.0		70	87.65
34	1	0.0		102	82.27
35	1	0.0		60	91.67
36	1	0.16666667		60	91.67
37	1	0.0		97	82.57
38	1	0.104166664		97	82.57
39	1	0.15285516		102	82.27


Run no: 4
0	1	0.63330495		2653	84.19
1	1	2000.0		4482	83.38
2	1	1.3743232		2496	84.2
3	1	0.62567675		4462	83.48
4	1	2000.0		72	87.22
5	2	1000.0		75	99.53
6	2	0.0		75	99.53
7	2	1000.0		75	99.53
8	2	0.6872274		75	99.53
9	2	0.6922162		78	88.5
10	2	0.0		75	99.53
11	2	0.0		75	99.53
12	2	0.0		75	99.53
13	2	0.0		75	99.53
14	2	0.0		75	99.53
15	2	0.0		75	99.53
16	2	0.0		75	99.53
17	2	0.0		75	99.53
18	2	0.0		75	99.53
19	2	0.0		75	99.53
20	2	0.0		75	99.53
21	2	0.0		75	99.53
22	2	0.0		75	99.53
23	2	0.0		75	99.53
24	2	0.0		75	99.53
25	2	0.0		75	99.53
26	2	0.0		75	99.53
27	2	0.0		75	99.53
28	2	0.0		75	99.53
29	2	0.0		75	99.53
30	2	0.0		75	99.53
31	2	1.3120917		86	88.46
32	2	0.0		75	99.53
33	2	6.808897E-4		75	99.53
34	2	2000.0		4481	83.48
35	3	2000.0		79	99.48
36	3	1001.0		80	98.77
37	3	1000.0		80	98.77
38	3	1.0		79	99.48
39	3	1.0		80	98.77


Run no: 5
