
Run no: 0
111.09	106.51	104.73	93.26	115.47	112.65	105.09	111.29	113.35	105.14	107.25	99.99	103.41	111.12	113.93	105.28	100.88	116.01	106.59	105.58	105.87	117.33	106.39	112.67	99.73	114.39	111.16	106.94	102.58	106.39	115.58	97.96	100.47	109.7	108.26	94.52	93.37	108.16	107.05	96.05	
93.26	94.52	93.37	96.05	96.05	93.26	112.28	99.73	99.73	99.73	112.65	112.65	112.65	97.96	97.96	109.7	99.99	105.28	106.39	105.28	99.99	106.39	105.28	109.7	110.06	104.73	105.09	100.88	100.47	100.47	104.73	104.73	105.09	100.88	115.47	115.47	106.59	106.59	106.59	113.93	
93.26	94.52	93.37	96.05	96.05	93.26	96.05	94.52	96.05	102.28	112.28	93.37	93.26	96.81	99.73	99.73	99.73	99.73	99.73	112.65	112.65	112.65	112.65	112.65	112.65	112.65	112.65	97.96	97.96	97.96	109.7	109.7	99.97	99.99	99.99	109.7	105.28	106.39	106.39	105.28	
93.26	94.52	93.37	96.05	96.05	93.26	96.05	94.52	96.05	102.28	102.28	94.52	96.05	93.37	93.26	92.42	96.05	102.28	96.05	93.26	96.05	93.26	93.37	93.37	112.28	112.28	93.26	96.22	96.81	99.73	99.73	99.73	99.73	99.73	99.73	99.73	99.73	99.73	94.16	97.96	
91.72	102.28	102.28	92.42	96.05	94.52	96.05	93.37	94.52	93.26	96.05	102.28	93.26	93.37	94.52	96.05	93.26	93.26	93.26	94.52	96.05	96.05	94.52	102.28	96.05	96.05	96.05	93.26	93.26	93.26	93.26	93.26	96.05	96.05	93.26	102.28	102.28	96.05	93.37	96.05	
91.29	102.28	102.28	92.42	91.72	102.16	96.05	94.52	96.05	91.72	94.52	93.37	92.42	93.26	96.05	93.26	94.52	96.05	93.26	93.37	93.37	102.28	102.28	96.05	93.37	96.05	93.26	102.28	102.28	96.05	94.52	96.05	94.52	93.26	93.26	96.05	93.26	93.26	94.52	96.05	
90.97	102.28	102.28	102.16	96.05	96.05	93.26	93.37	94.52	93.37	96.05	94.52	94.52	94.52	93.26	102.28	102.28	93.37	93.26	96.05	94.52	94.52	93.37	93.26	96.05	94.52	96.05	102.28	93.37	96.05	93.26	102.28	102.28	96.05	94.52	96.05	94.52	93.26	93.26	96.05	
90.97	102.28	102.28	90.97	97.49	96.05	102.16	94.42	93.26	94.52	90.97	93.37	96.05	96.05	93.37	93.26	93.37	102.16	94.52	102.28	102.28	93.37	94.52	96.05	94.52	96.05	94.52	93.26	94.52	102.28	93.26	102.28	96.05	93.26	102.28	93.37	96.05	94.52	94.52	93.37	
90.83	102.28	102.28	90.97	97.49	102.16	94.4	90.97	93.26	94.12	93.37	93.37	90.97	102.16	102.28	93.26	93.26	93.37	93.26	102.28	102.16	93.37	90.97	93.26	93.37	102.28	102.28	102.28	90.97	93.37	93.37	102.28	93.26	102.28	93.37	102.28	102.28	102.28	90.97	93.37	
90.83	102.28	90.97	90.83	97.49	102.16	94.4	92.97	90.97	94.12	93.37	93.37	94.4	93.37	90.97	90.83	102.28	102.16	90.97	102.16	102.28	102.28	90.97	102.16	90.97	93.37	102.16	102.28	102.28	102.16	93.37	93.37	102.28	102.28	102.28	90.97	93.37	93.37	102.28	93.37	
90.83	102.28	102.28	90.97	90.83	97.49	102.16	94.4	92.97	90.97	94.12	93.37	94.4	93.37	94.4	93.37	90.97	90.83	102.28	102.16	90.97	102.16	93.37	94.4	102.16	90.83	102.16	93.37	93.37	94.4	93.37	102.28	90.97	102.16	102.28	102.28	90.97	90.97	93.37	102.16	
87.06	102.28	102.28	90.97	90.83	97.49	102.16	90.83	90.83	97.49	94.4	92.97	90.97	94.12	94.4	93.37	93.37	93.37	90.83	90.97	102.16	102.28	90.97	97.49	102.16	94.4	102.28	90.83	102.16	94.4	90.97	94.4	93.37	93.37	90.83	102.28	102.16	93.37	90.97	102.16	
87.06	102.28	102.28	90.83	90.97	87.06	102.16	97.49	90.83	90.83	94.95	97.49	92.47	90.97	94.12	93.37	94.12	94.4	94.4	92.97	92.97	93.37	94.4	90.97	90.83	102.28	102.16	102.16	102.28	90.83	97.49	90.97	93.37	94.12	94.4	90.97	90.97	90.83	90.97	94.4	
102.28	87.06	87.06	88.85	102.16	92.47	94.95	93.37	94.12	94.12	94.4	94.4	94.12	92.47	92.97	93.37	92.97	94.4	93.37	102.16	102.28	92.97	92.97	102.16	102.28	94.4	102.28	102.16	94.12	94.4	93.37	102.28	102.16	93.37	94.12	94.4	96.07	97.49	97.49	97.49	
87.06	88.85	96.07	92.47	88.85	93.36	88.85	94.4	94.95	94.4	92.97	94.95	92.47	92.97	92.97	94.4	94.95	94.95	94.4	94.4	92.47	92.97	92.97	92.97	94.4	94.4	98.03	102.16	102.28	102.28	102.28	102.16	102.16	102.16	102.16	102.28	102.16	102.28	102.28	102.28	
87.06	98.03	88.85	92.47	88.85	93.36	98.03	96.07	88.85	96.07	94.95	94.4	94.4	94.95	92.47	92.97	92.97	92.97	96.07	88.85	92.47	92.97	94.4	94.95	88.85	94.4	94.4	92.97	94.95	92.97	92.97	94.4	94.95	94.4	94.4	92.97	94.4	94.95	94.4	94.4	
87.06	98.03	87.06	98.03	88.35	87.06	88.85	98.03	88.85	88.85	88.85	88.85	91.85	92.47	96.07	96.07	92.47	93.36	94.4	92.97	94.95	96.07	94.4	94.95	92.97	92.47	94.95	96.07	92.97	94.4	92.47	94.95	92.47	92.97	94.4	94.95	94.95	94.4	92.97	92.97	
87.06	87.06	88.35	87.06	88.85	88.85	88.85	88.85	88.85	91.85	88.85	88.85	87.06	88.85	88.85	91.85	87.06	88.35	87.06	88.85	92.6	98.03	98.03	98.03	98.03	98.03	98.03	92.47	92.47	92.47	92.47	96.07	96.07	92.97	92.97	94.4	93.36	93.36	92.97	96.07	
87.06	87.06	88.35	87.06	88.85	88.85	88.85	88.85	88.85	91.85	88.85	88.85	87.06	88.85	88.85	91.85	87.06	88.35	87.06	88.85	92.6	87.06	91.85	88.85	88.85	88.85	87.06	88.85	88.85	87.06	87.06	88.85	90.59	88.35	88.85	87.06	88.85	81.92	88.85	98.03	
92.6	81.92	81.92	92.6	84.35	91.85	87.06	87.06	91.85	88.35	87.06	90.59	88.85	90.59	88.35	87.06	88.85	88.85	91.85	88.35	88.35	88.85	91.85	88.85	87.06	87.06	87.06	88.85	88.85	88.85	88.85	88.85	88.85	87.06	88.85	88.85	87.06	88.85	88.85	88.85	
