
Run no: 0
104.84	99.28	99.78	109.61	105.12	110.76	101.69	104.95	106.57	107.45	104.2	104.27	101.65	111.18	111.63	118.9	111.36	99.48	94.46	112.81	101.32	102.48	107.16	99.57	100.88	100.17	105.43	103.79	104.56	104.73	103.73	104.13	101.78	113.47	113.63	102.04	115.75	101.25	106.29	102.86	104.81	105.98	112.02	95.76	101.26	104.12	116.26	104.88	105.37	115.16	117.28	97.13	120.13	99.67	118.27	106.35	112.41	110.21	100.63	101.21	
99.78	94.46	101.32	101.21	101.32	99.78	101.21	104.28	95.76	97.13	97.13	101.69	101.65	100.88	100.63	100.63	101.62	101.34	101.65	100.88	96.25	99.48	99.67	99.67	99.48	98.84	99.28	97.73	100.17	107.45	111.36	111.36	102.48	101.26	100.17	101.26	101.78	101.78	117.28	117.28	105.53	102.04	102.04	99.57	107.07	101.25	110.21	101.25	101.25	101.25	102.86	104.12	101.25	104.12	113.63	120.13	105.37	106.57	110.21	101.25	
94.46	101.32	101.32	104.28	104.28	101.32	101.32	101.32	97.56	99.78	101.21	99.78	101.21	95.76	97.13	97.13	101.21	101.21	99.78	101.21	97.13	96.25	96.4	96.5	100.88	100.63	100.63	100.88	100.55	100.63	101.69	99.67	99.67	101.69	101.32	99.67	97.91	101.65	101.62	101.34	101.65	98.84	97.73	101.34	99.41	101.21	99.48	99.48	99.28	99.48	99.48	99.48	100.17	97.17	100.17	101.69	101.26	111.36	111.36	102.48	
94.46	101.32	101.32	104.28	104.28	101.32	101.32	101.32	97.56	101.32	104.28	94.46	105.1	99.08	99.78	101.21	99.78	101.21	95.76	97.13	97.13	101.21	101.21	99.78	101.21	97.13	99.78	99.78	99.78	99.78	96.25	96.1	96.44	98.94	104.28	96.4	96.25	96.55	96.5	97.13	101.69	101.69	101.32	101.69	101.69	101.69	97.91	101.65	101.34	101.65	101.34	101.21	101.34	101.34	97.91	101.21	101.58	101.62	96.5	97.73	
94.46	104.28	104.28	104.28	94.46	105.1	94.46	104.81	94.46	104.28	104.28	94.84	101.32	101.32	101.32	101.32	101.32	97.56	101.32	101.32	101.32	101.17	101.32	101.17	97.56	99.08	101.19	99.78	99.78	99.78	99.78	99.78	99.78	99.78	99.78	99.78	99.78	99.78	99.78	101.1	99.78	99.78	95.76	97.13	97.13	97.13	95.53	104.28	96.44	104.28	98.94	95.99	96.08	101.21	101.21	97.13	97.13	101.21	101.21	101.21	
94.46	104.28	104.28	104.28	94.46	105.1	94.46	104.81	94.46	104.28	104.28	94.84	105.1	104.28	104.81	104.28	94.46	104.28	94.46	94.84	105.18	94.89	106.87	101.32	101.32	101.32	101.32	101.32	97.56	101.32	101.32	101.32	101.32	97.35	101.32	101.32	101.32	101.32	99.37	101.17	97.56	101.17	99.08	97.56	101.17	94.46	101.19	101.1	94.46	104.28	94.6	99.78	94.71	99.78	99.78	99.78	99.78	99.78	99.78	99.78	
94.46	104.28	104.28	104.28	94.46	105.1	94.46	104.81	94.46	104.28	104.28	94.84	105.1	104.28	104.81	104.28	94.46	104.28	94.46	94.84	104.28	104.28	104.28	93.96	104.28	90.93	104.28	104.28	104.28	94.46	104.28	104.28	104.28	94.46	88.96	105.18	94.89	106.87	94.36	105.14	97.56	97.35	99.37	101.1	103.85	97.06	97.35	98.77	97.35	99.37	97.56	101.32	101.32	101.17	101.32	101.32	101.32	101.32	101.32	101.32	
88.96	105.1	105.1	90.93	102.03	94.84	93.96	104.28	94.46	104.81	104.28	94.84	94.46	104.81	105.1	94.46	104.28	104.28	104.81	94.46	104.28	104.28	104.28	94.46	94.46	104.28	94.84	104.28	104.28	104.28	94.46	104.28	104.28	104.28	104.28	104.28	94.46	104.28	104.28	104.28	94.46	104.28	94.46	104.28	104.28	104.28	94.46	94.46	94.46	104.28	104.28	104.28	104.28	94.46	94.46	94.46	104.28	104.28	104.28	104.28	
88.96	90.93	89.71	94.84	93.81	94.46	94.46	93.96	94.84	94.46	93.96	93.96	94.46	94.46	94.46	94.46	94.46	94.84	94.46	94.46	94.46	94.46	94.46	94.46	96.16	105.1	101.78	101.78	105.1	104.81	104.28	104.28	104.81	105.1	104.81	105.1	104.28	105.1	104.28	104.28	104.28	104.81	104.28	104.28	104.28	104.28	104.28	104.28	104.28	104.28	104.28	104.28	104.28	104.28	104.28	104.28	104.28	104.28	104.28	104.28	
88.96	90.93	89.71	94.84	94.46	94.46	94.84	94.46	94.46	94.46	94.46	94.46	94.46	94.84	94.46	94.46	94.46	94.46	94.46	94.46	96.16	94.46	94.46	94.46	94.46	94.46	94.46	92.21	94.46	94.46	93.81	93.96	93.96	93.96	105.1	105.1	105.1	105.1	105.1	93.81	96.16	93.96	93.96	93.96	96.16	94.84	96.68	101.78	104.81	104.81	104.28	101.78	104.28	104.81	104.28	104.81	101.78	104.28	104.81	104.28	
