
Run no: 1
0	1	0.20269005		82	91.11
1	1	2000.0		68	105.92
2	1	0.030975819		108	90.17
3	1	0.040438093		90	90.84
4	1	0.0051267794		118	90.11
5	1	0.10551968		123	87.14
6	1	0.47434723		75	96.46
7	1	0.33610523		72	104.46
8	1	0.0049018078		115	90.16
9	1	0.095881574		128	87.13
10	1	0.12701307		201	85.04
11	1	0.051952537		3234	79.63
12	1	0.10630114		122	90.07
13	1	2000.0		3662	77.61
14	1	0.115403496		309	84.96
15	1	0.95649546		485	84.01
16	1	0.19044025		3297	79.0
17	1	0.9074319		3103	79.89
18	1	0.04563367		3222	79.88
19	2	0.07135469		3202	81.83
20	2	0.042378616		3153	81.96
21	2	0.07089064		3206	80.34
22	2	0.914783		3123	82.42
23	2	0.04301672		3215	79.91
24	2	0.25976223		83	91.11
25	2	0.007912403		69	106.06
26	2	2000.0		68	106.13
27	2	0.05719928		70	105.92
28	2	0.24142234		111	90.29
29	2	0.4708383		78	97.44
30	2	2000.0		3710	77.61
31	2	0.087180644		3272	79.63
32	2	0.19109108		3461	79.35
33	2	0.2995318		73	104.46
34	2	0.89798236		230	85.16
35	2	0.21254812		205	85.18
36	3	2000.0		3712	77.61
37	3	2000.0		79	104.38
38	3	1.5029196		3261	79.88
39	3	0.4208757		84	91.11


Run no: 2
0	1	2000.0		65	100.59
1	1	0.52873826		67	100.19
2	1	0.04454039		80	88.3
3	1	0.11513137		4714	78.92
4	1	0.03269311		4740	78.67
5	1	0.014940055		108	88.15
6	1	0.024833534		2911	83.93
7	1	0.027828345		3008	83.62
8	1	0.76033586		482	87.7
9	1	0.09740425		129	88.0
10	1	0.08257973		3008	83.62
11	1	0.0		3008	83.62
12	1	0.011249989		112	88.12
13	1	0.16940504		3103	82.14
14	1	0.3889134		3249	81.01
15	1	0.0346011		2935	83.79
16	1	0.40503448		4297	79.14
17	1	0.6853757		2852	83.95
18	1	2000.0		4787	78.54
19	1	0.5419821		69	88.95
20	2	2000.0		73	99.99
21	2	0.5502296		75	97.62
22	2	0.8467057		2870	83.95
23	2	0.013088823		3249	81.46
24	2	0.45143023		82	88.3
25	2	0.3262361		4293	81.29
26	2	0.31678405		3249	81.46
27	2	0.026389174		109	88.15
28	2	0.22348607		4487	80.13
29	2	0.7718475		258	88.04
30	2	0.036915656		153	88.06
31	2	2000.0		4765	78.67
32	2	0.19756754		3225	83.47
33	3	2000.0		4605	80.25
34	3	2000.0		72	100.19
35	3	0.7912727		2884	84.5
36	3	0.6378924		2884	84.5
37	3	0.54877305		4529	80.95
38	3	0.5409284		2904	84.15
39	3	0.034142025		4530	80.36


Run no: 3
0	1	2000.0		74	100.73
1	1	0.11571818		92	92.15
2	1	0.38763747		83	93.2
3	1	0.10210149		94	90.66
4	1	0.043213617		163	89.65
5	1	0.45134166		195	88.16
6	1	0.013257211		176	88.21
7	1	0.026350703		175	88.38
8	1	0.011722849		157	89.69
9	1	0.058962844		166	88.76
10	1	0.04526509		102	89.91
11	1	0.4550666		3898	84.28
12	1	0.8027125		2211	85.85
13	1	0.42769194		4650	82.34
14	1	0.18562433		4099	82.85
15	1	0.11642398		4582	82.73
16	1	2000.0		5963	78.42
17	1	0.019200495		123	89.76
18	2	0.062035277		144	89.87
19	2	0.46588045		4391	83.5
20	2	0.06926736		4433	82.94
21	2	0.12765528		5996	81.15
22	2	0.030613083		4425	83.05
23	2	2000.0		82	102.73
24	2	0.22396274		5982	82.04
25	2	0.11006817		6092	79.45
26	2	2000.0		6130	79.07
27	2	0.11012492		4688	82.44
28	2	0.48086804		197	88.16
29	2	0.15294312		103	90.01
30	2	0.89040923		2387	86.1
31	2	0.2308612		4961	82.4
32	2	0.54108846		83	93.25
33	2	0.0328555		174	88.82
34	2	0.04818161		174	88.82
35	3	2000.0		6315	79.34
36	3	0.93163306		4234	84.35
37	3	1.1908449		4130	85.47
38	3	2000.0		131	89.94
39	4	2000.0		6249	79.57


Run no: 4
0	1	2000.0		66	94.81
1	1	1.558608		81	77.75
2	1	0.26107225		74	94.77
3	1	0.2880453		71	94.78
4	1	1.2418414		78	94.59
5	1	2000.0		94	77.65
6	2	1.7725077		78	94.71
7	2	2000.0		90	91.84
8	2	0.5119309		72	94.78
9	2	2000.0		67	94.81
10	3	0.19016849		781	87.39
11	3	0.26046118		405	87.76
12	3	0.08051792		791	86.89
13	3	0.5701668		125	89.09
14	3	0.1815632		209	88.45
15	3	2000.0		3604	84.07
16	3	0.08334597		191	89.06
17	3	0.12838998		3504	84.36
18	3	0.9297115		855	86.75
19	3	0.97168416		3285	84.48
20	3	1000.5326		68	94.81
21	3	1000.0161		68	94.81
22	4	1.0661892		3382	84.73
23	4	2000.0		3774	84.16
24	4	0.5325764		126	89.12
25	4	0.1800958		96	92.92
26	4	0.36167967		123	92.57
27	4	0.040488467		110	92.89
28	4	2000.0		82	94.71
29	4	1.093271		793	86.89
30	4	0.3920353		406	87.76
31	5	1.2323687		3481	84.74
32	5	1.6635368		776	88.32
33	5	2000.0		3610	84.37
34	5	0.7676313		149	91.38
35	5	2000.0		101	93.67
36	6	2000.0		3611	84.37
37	6	2.0		203	91.06
38	6	2000.0		150	91.38
39	7	2000.0		3588	84.75


Run no: 5
0	1	0.19496804		103	92.33
1	1	0.016963506		80	100.01
2	1	0.30840614		90	93.08
3	1	0.039309982		85	98.91
4	1	0.027739516		181	87.33
5	1	2000.0		71	100.23
6	1	0.06362699		82	99.98
7	1	0.034320716		138	87.54
8	1	0.8723704		187	87.27
9	1	0.3317676		88	98.23
10	1	0.14107792		3762	84.37
11	1	0.17982		3585	84.42
12	1	0.04581566		97	92.83
13	1	0.89170927		3304	85.92
14	1	0.1643427		3893	83.31
15	1	0.11532203		115	87.64
16	1	2000.0		4012	82.59
17	1	0.26891792		108	89.44
18	1	0.15633571		3346	85.68
19	2	0.28121635		128	87.64
20	2	2000.0		3897	83.72
21	2	1.1540741		3333	86.22
22	2	0.042783763		99	92.83
23	2	0.2783172		107	92.33
24	2	0.5318371		93	93.08
25	2	0.03577158		185	87.33
26	2	2000.0		72	102.89
27	2	0.8809095		191	87.27
28	3	0.14148623		86	99.2
29	3	0.54484844		87	98.91
30	3	1.5917877		118	89.98
31	3	1.1247842		3357	85.92
32	3	0.051437598		3745	85.86
33	3	0.09940746		3748	85.71
34	3	0.14058062		3806	84.42
35	3	2000.0		80	101.31
36	3	0.102649085		3590	85.9
37	3	2000.0		3993	84.13
38	3	0.06466951		3961	84.23
39	4	2000.0		108	92.77


Run no: 6
0	1	2000.0		69	99.01
1	1	0.6281505		75	88.17
2	1	0.2056491		155	86.81
3	1	2000.0		3457	78.77
4	1	0.8492826		3308	81.24
5	1	0.13067219		473	81.97
6	1	0.053314768		3341	79.2
7	1	0.03398183		3433	79.01
8	1	0.07102433		3321	80.79
9	1	0.049631692		529	81.3
10	1	0.21814846		406	83.21
11	1	0.25195062		293	85.31
12	1	0.0844605		3326	79.91
13	1	0.018941533		3446	78.86
14	1	0.8232124		529	81.3
15	1	0.036542017		3361	79.04
16	2	0.15329581		3362	79.04
17	2	0.20017949		414	84.52
18	2	0.012737466		420	84.33
19	2	0.041399572		423	84.3
20	2	0.05924069		425	83.49
21	2	0.9632475		463	83.34
22	2	0.002367953		422	84.31
23	2	2000.0		71	99.01
24	2	0.12375323		3322	81.06
25	2	0.2950292		157	86.81
26	2	0.14572707		84	90.29
27	2	0.05601092		97	90.19
28	2	0.07870231		98	89.24
29	2	0.13747883		141	88.86
30	2	2000.0		3458	78.77
31	2	0.43466824		77	93.02
32	2	0.9567581		3311	81.24
33	3	1.1622366		3325	81.12
34	3	2000.0		3367	79.04
35	3	2000.0		81	94.93
36	3	1.1573822		464	83.47
37	3	0.69893634		117	89.78
38	3	0.5027046		409	85.41
39	4	2000.0		3415	79.04


Run no: 7
0	1	2000.0		80	92.42
1	1	0.87666535		87	84.36
2	1	2000.0		6099	79.27
3	1	0.253768		4797	79.5
4	1	0.72541565		1638	82.82
5	1	0.757347		4491	79.99
6	1	0.11221967		1594	83.2
7	1	0.33858675		1434	83.85
8	1	0.088101365		4686	79.52
9	2	0.78886294		4496	81.34
10	2	0.1620193		4506	79.99
