
Run no: 0
102.23	101.68	100.74	106.29	93.98	103.6	117.79	96.25	101.06	114.08	105.79	101.11	109.16	106.02	106.63	101.04	101.9	103.92	103.53	112.39	96.9	102.15	94.67	101.36	106.26	110.48	106.92	112.58	112.63	112.61	109.67	123.14	104.25	105.53	105.69	106.67	98.09	100.16	110.85	109.45	106.25	103.11	107.78	108.44	112.59	110.98	118.87	111.47	110.43	105.56	105.81	104.9	115.4	104.95	108.27	105.79	103.27	110.53	103.77	107.54	95.47	113.41	103.88	103.82	104.23	108.59	108.37	104.96	103.67	100.92	107.5	101.5	109.66	109.24	110.43	107.09	108.24	112.17	102.58	105.24	
93.98	96.09	102.58	94.67	101.06	101.9	98.09	100.16	102.72	100.16	101.06	95.47	94.71	100.74	96.5	96.25	96.9	102.15	107.5	100.67	107.5	100.74	101.36	96.29	103.6	105.79	108.34	103.6	103.6	101.36	100.92	103.56	101.11	102.36	103.6	101.04	106.29	106.67	112.39	112.39	107.78	108.44	108.24	107.78	112.17	112.24	101.11	105.53	105.53	104.96	106.02	110.48	110.43	110.48	106.02	108.24	103.11	101.5	110.43	101.84	103.82	103.82	109.45	105.81	103.67	109.45	110.48	109.45	101.68	103.88	101.68	102.23	103.6	105.24	105.24	106.02	123.14	105.56	103.27	105.56	
93.98	96.09	93.98	90.2	102.58	94.67	102.72	102.72	101.06	101.9	98.09	100.16	100.16	101.06	95.47	94.71	101.06	102.72	98.34	96.5	96.5	96.5	96.5	102.72	100.16	95.63	95.44	100.74	100.74	95.66	100.74	100.74	100.67	101.9	96.25	102.15	96.9	107.5	107.5	101.36	96.29	101.36	102.15	96.9	107.5	96.29	100.74	101.36	96.29	103.6	105.79	108.34	103.6	103.6	102.57	108.34	103.6	103.6	103.6	96.9	96.41	100.92	100.92	103.56	101.11	102.36	102.36	103.6	101.04	103.6	102.58	101.21	103.6	106.29	105.77	106.86	102.5	106.67	112.39	112.39	
93.98	96.09	93.98	90.2	90.2	93.98	96.06	90.2	99.28	102.58	94.67	94.67	94.67	102.72	102.72	102.72	98.09	98.09	98.09	101.06	101.9	100.16	100.16	101.06	101.06	100.16	100.16	101.9	102.36	95.47	94.71	94.71	94.71	102.72	95.47	102.72	98.34	101.06	95.1	100.16	100.16	100.16	101.16	96.5	96.5	96.5	96.5	96.5	96.5	96.5	96.5	95.63	95.63	98.93	100.74	100.74	100.74	100.74	101.9	100.74	100.74	100.74	100.74	95.44	102.15	102.15	95.44	95.66	96.05	95.66	95.44	107.5	107.5	107.5	107.5	107.5	107.5	102.15	95.99	100.67	
93.98	96.09	93.98	90.2	90.2	93.98	96.06	90.2	99.28	99.28	90.2	99.28	93.98	99.28	99.28	96.28	90.13	100.35	96.09	93.98	94.18	99.28	90.73	94.67	94.67	94.67	94.67	98.09	98.09	98.09	95.47	94.71	94.71	94.71	94.95	95.47	98.31	102.58	102.72	102.72	102.72	95.47	94.71	98.09	95.47	94.82	102.36	102.72	102.72	102.72	102.72	98.34	99.14	100.16	100.16	100.16	100.16	95.1	100.16	95.1	95.1	101.06	101.9	101.06	101.06	101.9	101.06	101.06	102.22	101.06	101.06	95.63	95.63	95.63	95.63	102.72	96.5	96.5	96.5	96.5	
93.98	96.09	93.98	90.2	90.2	93.98	96.06	90.2	99.28	99.28	90.2	99.28	93.98	99.28	99.28	96.28	90.13	100.35	90.2	93.98	93.98	93.98	88.44	90.2	96.28	93.98	93.98	93.98	90.13	90.2	96.09	96.09	96.67	90.13	96.09	96.21	99.28	99.28	99.53	99.01	99.28	90.73	93.98	93.98	94.19	94.18	94.18	94.29	94.67	94.67	94.67	94.67	94.28	94.67	94.67	94.67	94.67	94.67	102.58	102.72	102.72	102.72	102.72	102.72	98.09	98.09	98.09	98.31	98.09	95.03	95.47	94.71	94.71	94.71	94.95	95.47	94.71	94.95	94.71	94.67	
93.98	96.09	93.98	90.2	90.2	93.98	96.06	90.2	99.28	99.28	90.2	99.28	93.98	99.28	99.28	96.28	90.13	100.35	90.2	93.98	93.98	93.98	90.2	96.28	93.98	93.98	93.98	90.13	90.2	88.56	90.2	93.98	90.13	93.98	93.98	93.98	88.44	90.13	90.2	99.28	96.28	93.98	93.98	90.2	90.2	100.35	93.98	93.98	93.98	93.98	99.28	93.98	93.95	96.28	88.44	96.09	96.09	93.96	96.06	88.44	96.09	88.44	96.67	90.13	96.21	96.67	90.14	99.28	99.28	97.18	99.69	98.87	90.2	98.77	99.28	99.53	99.28	99.01	99.01	90.73	
84.05	100.35	100.35	96.06	93.5	90.13	93.98	90.2	90.2	96.28	99.28	96.09	93.98	93.5	93.98	99.28	96.28	90.13	93.98	99.28	100.35	96.28	96.28	99.28	90.2	90.13	93.98	93.98	90.2	90.2	93.98	90.2	99.28	99.28	99.28	93.98	99.28	90.13	90.2	93.98	93.98	90.2	96.28	93.98	93.98	93.98	90.2	93.98	90.13	93.98	90.2	96.28	93.98	90.2	90.2	100.35	93.98	93.98	93.98	93.98	99.28	93.98	90.2	93.98	99.28	90.13	93.98	93.98	93.98	90.13	90.2	93.98	93.98	93.98	93.98	90.2	90.2	93.98	99.28	93.98	
84.05	100.35	100.35	96.06	84.05	93.98	90.13	93.5	90.2	93.5	90.2	96.28	99.28	96.09	93.98	93.96	100.26	99.28	90.13	96.28	90.2	90.13	96.28	100.35	96.28	99.28	90.2	99.28	93.98	100.35	93.98	90.2	90.2	96.28	99.28	93.98	93.98	99.28	96.28	93.98	99.28	100.35	90.2	90.13	93.98	93.98	90.2	90.2	93.98	90.2	99.28	99.28	99.28	93.98	99.28	90.13	93.98	93.98	90.2	93.98	93.98	93.98	90.2	93.98	90.13	93.98	96.28	93.98	90.2	90.2	93.98	93.98	93.98	99.28	93.98	93.98	93.98	93.98	90.13	90.2	
84.05	84.05	87.81	84.05	88.89	100.35	90.2	90.2	100.35	96.06	90.71	93.5	93.98	93.5	96.28	99.28	93.98	96.09	93.96	100.26	99.28	90.2	96.28	96.28	100.35	96.28	99.28	99.28	90.2	93.98	93.98	96.28	99.28	90.2	100.35	96.28	99.28	100.35	90.2	93.98	93.98	90.2	90.2	99.28	93.98	99.28	100.35	90.2	99.28	93.98	100.35	93.98	90.2	99.28	93.98	96.28	90.2	93.98	93.98	90.2	93.98	90.2	99.28	99.28	93.98	93.98	93.98	93.98	93.98	93.98	90.2	93.98	93.98	96.28	90.2	93.98	93.98	93.98	93.98	93.98	
